"prs_ResponseID","course","planSPELL"
"R_1gTNFr7XMmrtksX","AmGov"," As i have a very silent office i plan to start and complete my course in it. In very comfortable ambient best for what i need || Reading every single lecture and interacting with other participants, engaging in constant conversations, reading further more of the contents that the course offers. Researching even more or finding help with colleagues who know about the things that might cause me obstacles. "
"R_1GUqzSNw60W9YUZ","BioChem",""
"R_1GvkEh897ArYtWd","AmGov","At work and in the house || Complete weekly coursework and quizzes way before deadline. "
"R_1GVy1c3onTYoaUe","JustS"," At the weekends at home || Focused and study and ancillary material related with the course || Probably, but I'll surpass them || Discuss with colleagues about it the contents"
"R_1gzQV2aHevwLotk","BioChem"," At home and at work (lunch break) "
"R_1H1PViUNRtl7Ky6","JustS"," Study at night, at least one hour per week || Take notes of important topics in the videos and texts || Read and study more about the topics presented at HarvardX || Ask questions in the forum if I don't understand something"
"R_1H5Hp1U05Z5rhPB","AmGov","early morning, at noon and late at night || try my best to study every day || read more documents to get knowledge || Save most of my time for the course"
"R_1H7xLofRGMQtHa4","JustS","I am planing to spend much of my evening studying this course || I am also planning on allotting part of my library time to read on this course || I also plan to use local resources such lecturers and library to help me understand this course better || I have incorporate this course into my outlook to help me remember this all the time. Also I am taking this course alone to avoid loading my schedule. "
"R_1H7YzQcIc0dJ3Bz","JustS","To engage every night for at least 1 hour. || To solve 100% of problems and tests regarding each lesson before approaching the next lesson. || To incorporate any given acquired knowledge immediately to my lectures and professional practice, as long as they apply. || To take notes while taking the course online "
"R_1H7zCDs5uacMz0C","AmGov"," At home in the mornings, before I go to work || I will schedule my study time || I will follow my progress || I will ask questions"
"R_1HbBVlv35oCTd4H","JustS"," Create a work/study timetable. || Minimize distractions and interruptions. || Complete review of lectures and do assignments early in the morning when my mind most is alert. || Maximize scores by engaging as fully as possible in discussions and online discourse."
"R_1HdhwuuEBGspCm4","BioChem","From home during summer break. || Dedicated studying periods Using complementary texts and internet resources. "
"R_1hFEqChTjGcsydE","JustS","I will be full-time studying for the next few months, and this course is part of the work I intend to get thourough. || I will set aside time to get thourough the course material each week. || I will keep reminding myself why I am taking this course when obstacles arise. The course will assist me on my compass course in life, and I intend to go along. "
"R_1hFLGuWmo3FZlH3","BioChem","Just listening to the video at home and taking notes on material that was new to me or something I had forgotten. || Trying to make an outline every week of what sections to cover each day to stay on top of the material. "
"R_1HjBVrQIsYKCP94","BioChem","I will write notes for every lecture video || I will download certain videos that i feel i might need to revisit || I will engage in discussions on the material || I will try to use the knowledge i gained in research "
"R_1HjcPbT9MD6rzY7","JustS",""
"R_1HjxqSXmJPtrxwm","JustS"," Set time every morning. || I will utilize our home office, decreasing distractions. || I will make no excuses. || When challenges occur, I will stop and take a deep breath. I will push onward. I also have the support of a good friend."
"R_1HLZxOMcB3JjOmd","BioChem","will give regular basis time to this course "
"R_1hNpDVvlHFwkrkU","AmGov"," At home and mainly during the weekends "
"R_1hWOPWfYvP8cUSd","AmGov"," I plan on doing the majority of studying from home || I will work ahead as much as possible in order to keep up with the course Scheduling specific time for coursework will help me to stay on track"
"R_1hxIEpAEVlZ251t","BioChem"," I wish to learn in my spare time. Video games are fun, but they are short term pleasures. I'll watch the videos and use a word document to take notes if necessary. Google and Wikipedia may be used to clarify confusing concepts. "
"R_1hxUn1u0AGLN5gv","JustS","at home before bed || in the morning at weekends || prep in the office || I will prioritize my daily activities and make decisions "
"R_1hYczZ3A4j1gEfn","AmGov","After work (6 pm) I will spend my time at home to take the course. || I have attended and completed the ChinaX project before. I will take responsibility to finish the courses again. I will discuss on forum and keep in touch with the course team if I have questions. "
"R_1hyduqWadHMHi6E","JustS"," I downloaded most of the videos on my phone. This gives me ability to fit the course viewing in my schedule regardless of where I am. In this regards, it is great to have this technological ability to watch the videos offline. || However reading the materials and participating in online forums takes more of an effort to get online. I have a separate discussion group with two other friends who are taking the course on whatsapp. We encourage each other and have discussions on course materials. || I plan to complete at least 2 lectures per week "
"R_1hZqWcXgjhzf6zM","JustS"," online at home, or utilizing my free time at work || have a detailed time table || there are challenges; but i will deal with them as the need arise, study takes priority "
"R_1I5Zaoh2Oo2WdrE","BioChem"," Using my macbook, study in coffeeshops and in malls. || Study before or after work, or while waiting for future plans (with free time, basically) If I don't do anything for a few days, make time for the course"
"R_1i9bsDePol5eGyi","JustS","home, internet hotspots || use some hours ok the working day || use textbook about the course || try to use deductive reasoning "
"R_1IB4NjfTa88iAJv","JustS"," Saturday mornings I dedicate thouree hours to learning || Will use reminders on calendar for coursework || I am taking course with a friend and we will be discussing, so that improves accountability and staying on schedule "
"R_1Ibnd0R8up6z4HV","BioChem",""
"R_1IEqLt62TtBvMNw","BioChem"," Maximize time spent on studying, which will primarily be located at home, in my room. || Try to be more realistic in managing my time between other commitments. I'm getting better as I slowly get more accustomed and focused on my intent and routine. || Actually take notes. For the past few MOOCs I've started, I've noticed a growing need to actively write stuff down. It's easy to forget how important it is for me to be writing since the texture of writing enhances my ability to remember. Also, try not to be skimpy and conserve paper by not printing things out or using a tablet for all of my note-taking. || Obstacles: I will face pushback from myself to use paper liberally. I may also forget the importance of writing, thus try to work everything out mentally (which can sometimes cause me to use up more time in the end). I may forget entirely my other commitments either to others, to myself (to take breaks), and unexpected commitments. I may loose track of time trying to go overkill understanding concepts or going on tangents by exploring how one thing effects one thing, effects another thing, and so on. "
"R_1ifBZ7wWkjLlILf","AmGov"," I will try to study at least 3 hours daily || I just finished a certificate course that I was working on || I have 3 months off until I start class again || I will give my best "
